Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Keyword
SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,http://reliefweb.int/report/lebanon/bringing-learning-syrian-refugee-children-lebanon,Syria,Syria,"refugee,others,activities,refugee,activities,refugee,refugee,conflict,humanitarian,"
SY,EG,LE,080,"Yield, not specified below 
",36.2028,37.1586,27,30,33.7083,35.9025,http://www.stuff.co.nz/world/middle-east/9604890/In-photos-Syrias-children-suffer-amid-war,"Aleppo, ?alab, Syria",Egypt,"Syria,refugee,Syria,refugee,border,town,help,refugee,border,Syria,border,Syria,Syria,help,border,Syria,border,humanitarian,billion,help,Refugees,"
SY,TU,SY,080,"Yield, not specified below 
",36.2028,37.1586,39,35,36.2028,37.1586,http://www.stuff.co.nz/world/middle-east/9604890/In-photos-Syrias-children-suffer-amid-war,"Aleppo, ?alab, Syria",Turkey,"Syria,refugee,Syria,refugee,border,town,help,refugee,border,Syria,border,Syria,Syria,help,border,Syria,border,humanitarian,billion,help,Refugees,"
UK,SY,SY,100,"Demand, not specified below
",51.5,-0.116667,35,38,35,38,http://www.standard.co.uk/showbiz/celebrity-news/stars-call-on-prime-minister-to-save-syrian-refugees-from-bloodshed-9057354.html,"London, London, City of, United Kingdom",Syria,"Refugees,help,refugee,humanitarian,Syria,asylum,aid,Syria,Syria,"
SY,IZ,IZ,042,"Make a visit
",35,38,33.3386,44.3939,33.3386,44.3939,http://www.almanar.com.lb/english/adetails.php?eid=129963&cid=23&fromval=1,Syria,"Baghdad, Baghdad, Iraq","Syria,"
SY,KU,IZ,042,"Make a visit
",35,38,29.3375,47.6581,33.3386,44.3939,http://www.almanar.com.lb/english/adetails.php?eid=129963&cid=23&fromval=1,Syria,Kuwait,"Syria,"
SY,EG,SY,080,"Yield, not specified below 
",36.2028,37.1586,27,30,36.2028,37.1586,http://www.stuff.co.nz/world/middle-east/9604890/In-photos-Syrias-children-suffer-amid-war,"Aleppo, ?alab, Syria",Egypt,"Syria,refugee,Syria,refugee,border,town,help,refugee,border,Syria,border,Syria,Syria,help,border,Syria,border,humanitarian,billion,help,Refugees,"
SY,IZ,LE,080,"Yield, not specified below 
",36.2028,37.1586,33,44,33.7083,35.9025,http://www.stuff.co.nz/world/middle-east/9604890/In-photos-Syrias-children-suffer-amid-war,"Aleppo, ?alab, Syria",Iraq,"Syria,refugee,Syria,refugee,border,town,help,refugee,border,Syria,border,Syria,Syria,help,border,Syria,border,humanitarian,billion,help,Refugees,"
SY,IT,IT,042,"Make a visit
",35,38,35.5,12.6,35.5,12.6,http://www.theguardian.com/world/2014/jan/13/lampedusa-sea-disaster-survivors-released-un-italy,Syria,"Lampedusa, Italy (general), Italy","asylum,seekers,refugee,agency,coast,asylum,seekers,asylum,seekers,asylum,seekers,"
SY,SY,SY,042,"Make a visit
",35.9306,36.6339,35.9306,36.6339,35.9306,36.6339,https://www.gov.uk/government/speeches/foreign-secretary-oral-statement-to-parliament-on-syria,"Idlib, Idlib, Syria","Idlib, Idlib, Syria","Syria,Syria,humanitarian,suffering,terrible,humanitarian,Syria,humanitarian,aid,aid,Syria,humanitarian,humanitarian,billion,funding,billion,Syria,humanitarian,attacks,humanitarian,funding,humanitarian,border,help,conflict,regional,conflict,humanitarian,help,facilities,Syria,regional,conflict,conflict,help,aid,"
SY,JO,SY,042,"Make a visit
",35.9306,36.6339,31,36,35.9306,36.6339,https://www.gov.uk/government/speeches/foreign-secretary-oral-statement-to-parliament-on-syria,"Idlib, Idlib, Syria",Jordan,"Syria,Syria,humanitarian,suffering,terrible,humanitarian,Syria,humanitarian,aid,aid,Syria,humanitarian,humanitarian,billion,funding,billion,Syria,humanitarian,attacks,humanitarian,funding,humanitarian,border,help,conflict,regional,conflict,humanitarian,help,facilities,Syria,regional,conflict,conflict,help,aid,"
SY,JO,JO,043,"Host a visit
",35,38,31.95,35.9333,31.95,35.9333,http://reliefweb.int/report/jordan/families-divided-conflict-syria-hoping-return-home-soon,Syria,"Amman, (JO11), Jordan","border,Syria,border,conflict,"
SY,LE,SY,080,"Yield, not specified below 
",36.2028,37.1586,33.7083,35.9025,36.2028,37.1586,http://www.stuff.co.nz/world/middle-east/9604890/In-photos-Syrias-children-suffer-amid-war,"Aleppo, ?alab, Syria","Majdal Anjar, Béa, Lebanon","Syria,refugee,Syria,refugee,border,town,help,refugee,border,Syria,border,Syria,Syria,help,border,Syria,border,humanitarian,billion,help,Refugees,"
SY,JO,LE,080,"Yield, not specified below 
",36.2028,37.1586,31,36,33.7083,35.9025,http://www.stuff.co.nz/world/middle-east/9604890/In-photos-Syrias-children-suffer-amid-war,"Aleppo, ?alab, Syria",Jordan,"Syria,refugee,Syria,refugee,border,town,help,refugee,border,Syria,border,Syria,Syria,help,border,Syria,border,humanitarian,billion,help,Refugees,"
SY,LE,LE,010,"Make statement, not specified below
",35,38,33.8333,36,33.8333,36,http://reliefweb.int/report/lebanon/running-out-time-survival-syrian-refugee-children-lebanon,Syria,"Bekaa Valley, Béa, Lebanon","refugee,humanitarian,funding,refugee,Refugees,humanitarian,refugee,refugee,aid,refugee,suffering,arrive,refugee,funding,refugee,refugee,billion,funding,billion,"
SY,JO,SY,042,"Make a visit
",35.9306,36.6339,31,36,35.9306,36.6339,https://www.gov.uk/government/speeches/foreign-secretary-oral-statement-to-parliament-on-syria,"Idlib, Idlib, Syria",Jordan,"Syria,Syria,humanitarian,suffering,terrible,humanitarian,Syria,humanitarian,aid,aid,Syria,humanitarian,humanitarian,billion,funding,billion,Syria,humanitarian,attacks,humanitarian,funding,humanitarian,border,help,conflict,regional,conflict,humanitarian,help,facilities,Syria,regional,conflict,conflict,help,aid,"
SY,LE,SY,042,"Make a visit
",35.9306,36.6339,33.8333,35.8333,35.9306,36.6339,https://www.gov.uk/government/speeches/foreign-secretary-oral-statement-to-parliament-on-syria,"Idlib, Idlib, Syria",Lebanon,"Syria,Syria,humanitarian,suffering,terrible,humanitarian,Syria,humanitarian,aid,aid,Syria,humanitarian,humanitarian,billion,funding,billion,Syria,humanitarian,attacks,humanitarian,funding,humanitarian,border,help,conflict,regional,conflict,humanitarian,help,facilities,Syria,regional,conflict,conflict,help,aid,"
SY,LE,SY,080,"Yield, not specified below 
",36.2028,37.1586,33.7083,35.9025,36.2028,37.1586,http://www.stuff.co.nz/world/middle-east/9604890/In-photos-Syrias-children-suffer-amid-war,"Aleppo, ?alab, Syria","Majdal Anjar, Béa, Lebanon","Syria,refugee,Syria,refugee,border,town,help,refugee,border,Syria,border,Syria,Syria,help,border,Syria,border,humanitarian,billion,help,Refugees,"
SY,LE,LE,080,"Yield, not specified below 
",36.2028,37.1586,33.7083,35.9025,33.7083,35.9025,http://www.stuff.co.nz/world/middle-east/9604890/In-photos-Syrias-children-suffer-amid-war,"Aleppo, ?alab, Syria","Majdal Anjar, Béa, Lebanon","Syria,refugee,Syria,refugee,border,town,help,refugee,border,Syria,border,Syria,Syria,help,border,Syria,border,humanitarian,billion,help,Refugees,"
SA,SA,SA,080,"Yield, not specified below 
",25,45,25,45,25,45,http://www.stuff.co.nz/world/middle-east/9604890/In-photos-Syrias-children-suffer-amid-war,Saudi Arabia,Saudi Arabia,"Syria,refugee,Syria,refugee,border,town,help,refugee,border,Syria,border,Syria,Syria,help,border,Syria,border,humanitarian,billion,help,Refugees,"
